dataID,rating
0,2.4999492327327433
1,4.503975100147402
2,3.1861702127659575
3,2.7962962962962963
4,3.2666666666666666
5,4.244390945831036
6,3.6454545454545455
7,3.3875
8,3.85376953351408
9,1.7064337989326186
10,3.3333333333333335
11,3.619348429474855
12,3.1930693069306932
13,3.3076923076923075
14,4.206654262749206
15,3.238149954680905
16,3.6389654073929583
17,0.6707616707616708
18,4.078802004072177
19,3.6315789473684212
20,3.596418361010612
21,3.1610716642853944
22,3.45
23,3.7693890775877894
24,3.765151515151515
25,3.3448275862068964
26,4.0625
27,3.777492573088666
28,3.292944785276074
29,3.908284023668639
30,3.6556541909720863
31,3.6544117647058822
32,3.566666666666667
33,2.8741721854304636
34,4.134290921957258
35,4.769230769230769
36,4.261446230445471
37,3.1785714285714284
38,4.89448275862069
39,3.3890328314032945
40,3.2532327586206895
41,3.634513139905818
42,3.403345192818877
43,3.292944785276074
44,3.0330654843066647
45,4.025276377979374
46,3.980677999925336
47,3.78299645716602
48,3.1166666666666667
49,2.3787086464242497
50,2.8066442247397436
51,2.90009848352589
52,2.7584415584415583
53,3.4705882352941178
54,3.435251798561151
55,4.194971708060755
56,4.3799816262536435
57,3.0820690724941304
58,1.4945054945054945
59,3.9647778430717797
60,3.8947368421052633
61,3.967032967032967
62,3.469517846463176
63,0.6596690533241731
64,3.778688524590164
65,4.555555555555555
66,4.426262952715867
67,4.614345897378228
68,2.965909090909091
69,3.6706349206349205
70,2.6589881352401585
71,3.595804199920289
72,2.643835616438356
73,3.6538461538461537
74,4.631415407693131
75,4.628571428571428
76,3.6818181818181817
77,3.9308211739150964
78,2.6637396694214877
79,3.4572512742264783
80,3.572315682832605
81,3.8551697013187893
82,4.275
83,3.8412698412698414
84,1.9599971209000513
85,3.8240823685870455
86,1.7970602505347113
87,3.7911041465766635
88,3.2375250385518073
89,4.3489733416668335
90,5.370607413851504
91,4.25
92,2.6884177621500456
93,3.609621524720387
94,3.220318508247343
95,2.4633697773697243
96,3.6496335793736527
97,3.878480170839857
98,3.03834808259587
99,3.6911764705882355
100,3.857568912197482
101,1.9131449323438565
102,3.523148627894168
103,3.698717948717949
104,3.466666666666667
105,3.2980511196987297
106,3.472972972972973
107,4.0
108,3.5433526011560694
109,3.148
110,4.473684210526316
111,4.00709219858156
112,4.765718511501666
113,4.194444444444445
114,4.087565294459408
115,3.142857142857143
116,4.32861563805731
117,3.5
118,4.223166749640231
119,3.9517877007909115
120,3.1394519950671356
121,3.0009549895682692
122,3.0671220671220674
123,4.125
124,3.7111111111111112
125,3.3176470588235296
126,3.4391304347826086
127,2.6517857142857144
128,1.35143570536829
129,3.802721088435374
130,2.742689569637048
131,3.391304347826087
132,3.328998704032058
133,3.7080246913580246
134,3.6865671641791047
135,2.6243506493506494
136,3.3333333333333335
137,3.425925925925926
138,2.6556541909720863
139,4.145808732212291
140,3.6700465645258946
141,2.3218454385121055
142,3.309941520467836
143,3.455357142857143
144,3.423469387755102
145,0.32857142857142874
146,3.340564290650088
