dataID,rating
0,2.7645308503682937
1,3.9258926677964934
2,3.134863730301515
3,2.9142549684697805
4,3.0904940251699933
5,4.311307887243478
6,3.569805515017061
7,2.3229844721776183
8,3.540300867307922
9,2.509765852019855
10,3.218758726040456
11,3.485347089753214
12,2.915712152242397
13,3.547167121979749
14,3.4135024316213367
15,2.8132359505208933
16,3.647335380286809
17,3.6705353187338843
18,3.6680109228690423
19,3.6033501028368553
20,3.1762889244322894
21,3.5294254467745545
22,3.17472812080394
23,3.3527189945069016
24,3.2289272188947704
25,3.0626183055129146
26,4.0821185506738225
27,3.8616752458653782
28,2.939687072893028
29,3.973034827590237
30,3.1890020859596397
31,1.911944280249929
32,3.2927866191177695
33,2.416000446116053
34,3.4108689906971756
35,2.908217081814657
36,3.861289890849357
37,3.2572725467760413
38,2.9318369136960705
39,3.307511929822067
40,3.6428682383200846
41,3.431836102427029
42,3.0578156663658693
43,2.8970769005789863
44,2.7170497432784897
45,3.688584588976206
46,3.694502673741557
47,2.7734324360605713
48,2.8560982701074704
49,2.961850432662617
50,3.7018082021098553
51,3.1540370512397145
52,3.5363286531611458
53,3.4039690854301377
54,2.8766088827508316
55,3.955757963983511
56,3.6654378659895723
57,2.7810179796304997
58,3.6295953040345372
59,3.5248467987392416
60,4.020673829784816
61,3.8478159272082495
62,3.4177429212292862
63,2.658313833612908
64,3.341807087242335
65,4.159917579694342
66,3.7554178774970555
67,4.10803011785321
68,2.8688385108067047
69,3.542399454873156
70,3.267000671467752
71,3.3862773785047406
72,2.3963316876533596
73,1.640283673908157
74,3.2258019865926766
75,3.3796215143446733
76,3.463592284807862
77,3.591626762677516
78,3.7173820557567288
79,2.8282072967204117
80,3.1239898343482957
81,3.194762515805762
82,3.5259141665983584
83,3.340755093071106
84,2.8242500495690837
85,3.8007132525390643
86,2.9067363845188208
87,3.257627475355847
88,3.1318386936290663
89,4.131890034354672
90,4.194578098966783
91,4.296386804831431
92,3.1022065554064104
93,3.5800261119618466
94,3.7693576938165063
95,3.033174591653359
96,3.8505080000155467
97,3.488946116387641
98,2.9303870450300242
99,3.514481542940106
100,4.165274906343196
101,2.6304764396603524
102,2.679905056277411
103,3.7888753095526315
104,3.2865285776379203
105,3.7951391434644615
106,3.3562360094486796
107,3.949329290440579
108,3.3958853474259945
109,3.0536316644806525
110,4.234916617326305
111,3.7595408555588063
112,4.209522122602055
113,3.0551560391825126
114,4.152326222013409
115,2.434601709920366
116,4.102339808344019
117,3.502144242682725
118,3.6581884277675245
119,3.2957773428586408
120,3.8918097296268095
121,3.619307223736447
122,3.5234664396864095
123,4.201539177843158
124,3.791462065023782
125,3.374913592081533
126,2.914645585171628
127,3.952337422302672
128,3.5489243670626256
129,3.3031560605613235
130,3.290523839381006
131,3.3596444437662796
132,3.3939202358031806
133,2.9128746802321652
134,3.4621884573991797
135,2.7084231777729046
136,2.016502214327837
137,3.409239008075435
138,3.0666826530851785
139,3.66624376846994
140,2.8617973768984633
141,2.88352058556262
142,2.9626977130074144
143,3.02332161810217
144,2.175726846514737
145,3.3407824797068773
146,3.6961040463522075
147,3.3831360256165817
148,4.192692021142641
149,3.1775130905182385
150,2.8084504718160366
151,3.3636311134927848
152,4.100587560328835
153,3.504089501310654
154,3.7086519093646944
155,3.175970872098265
156,4.124347859139884
157,3.427687887479018
158,3.9738781544374215
159,4.682482359736763
160,3.2110384477296834
161,2.728610897139619
162,3.3486270301419374
163,3.5916119376882407
164,3.954118119841937
165,3.079909042255003
166,3.7359105007370794
167,3.479760652625282
168,3.6770271146415943
169,3.4350729887656075
170,3.3764850996031295
171,3.349814199743353
172,3.3617370347552717
173,2.970608118989773
174,4.015879365985978
175,3.8826407879004647
176,3.7504561367874203
177,3.305807998415208
178,2.0066811036387584
179,3.160289776023257
180,2.6185735661129996
181,3.331579721319986
182,3.653066890061179
183,2.5627951461055654
184,4.03621066556489
185,3.0985925884041277
186,3.1851761737454063
187,3.3503599924516627
188,3.796632841523504
189,2.6041001139149813
190,2.8359406995172685
191,3.6315789473684212
192,3.414392218269005
193,2.832463856979821
194,3.3373754766359225
195,3.4251787962317675
196,3.6088835759001285
197,3.6918986405023464
198,2.590886747224848
199,3.12012392772546
200,1.5948524248140707
201,3.4383675363668758
202,3.751574479294485
203,2.8217610744358916
204,3.4322492904416695
205,4.47329951689807
206,3.495931310506562
207,3.7403754117772166
208,3.9099165216276246
209,4.308043853092553
210,3.5367310497329667
211,3.3670457114827568
212,2.7685320235171385
213,3.785659844117717
214,3.2048735716417407
215,3.2552566068267406
216,3.1155829665108183
217,3.692435429743958
218,3.9788595630241708
219,3.3047236472278443
220,3.173447798077882
221,3.8332949593995407
222,3.4080888380469556
223,2.527680364216478
224,3.8477797486845566
225,3.314327503593764
226,3.2654741297872776
227,3.1089275938036542
228,2.3642083132538794
229,3.9112223788567815
230,3.8754200716091662
231,3.3104018509402144
232,3.40269928929669
233,3.594736842105263
234,3.5198821839037837
235,3.893212915666785
236,3.229274279524005
237,3.4709443449339945
238,2.721268274171685
239,3.582176737901908
240,2.4441980951609397
241,3.30501584795729
242,2.9125192297732005
243,2.7944823478759697
244,3.508572089951963
245,3.187653386260922
246,3.7910617040547048
247,3.068250772842336
248,3.942518357594161
249,3.190644036627891
250,3.4463081183270443
251,2.1153746515597787
252,3.5899294409607565
253,3.199289896419019
254,3.0607513909022943
255,3.5971739584407914
256,3.0220217982902953
257,3.4747546266407596
258,3.4585267881569344
259,3.232977066489702
260,3.3441687622464658
261,3.340178463833021
262,2.6382377965424064
263,3.8473602111009484
264,3.211296769698444
265,3.574379126130768
266,2.8619388414039304
267,3.9690095599319726
268,3.0758448344437155
269,3.158062292307526
270,3.124643310154436
271,2.807637856891261
272,3.696049342334741
273,1.8388771442751277
274,3.480022329864402
275,4.0676301889225375
276,3.30495436650419
277,3.427584127550731
278,3.9632295588870163
279,3.2727322818413436
280,3.659727580747528
281,3.076563180422851
282,3.5986833298433196
283,2.92118176457274
284,3.136290832371498
285,3.670475092752273
286,3.3485012331003943
287,3.877326447934287
288,3.5459019342698372
289,3.3849959675525434
290,3.34322617567956
291,4.028791457606696
292,3.3836484411244534
293,2.6402348849338058
294,3.070873040831682
295,2.5865014942351348
296,3.8043989132826392
297,2.8739475669275905
298,3.645515103420534
299,3.3002683269088764
300,3.881877828396768
301,2.7909216532813943
302,1.362433855439379
303,3.788582582395622
304,3.693284137697074
305,3.297504121237816
306,4.341103230144207
307,2.5650034716251575
308,3.6725581809073464
309,2.0368774728777
310,2.638843397918051
311,3.244606779841345
312,3.280259584252748
313,3.4516236546828916
314,3.1487217944589294
315,2.863190792785132
316,3.916525245218676
317,4.273354293884296
318,2.3674789999139056
319,3.690150231967965
320,4.1978131212723655
321,4.415951318560568
322,3.7409785143564003
323,3.1878485607677036
324,4.0783271396401295
325,3.189819570528518
326,2.5682275371147183
327,3.51759405798374
328,3.043630919710622
329,3.9693843165602485
330,3.8886314450756454
331,3.4976266570600614
332,3.7232269088215415
333,3.576768309493222
334,3.7318083942880595
335,3.987106479369403
336,3.4326198449537944
337,3.3736060653028606
338,3.042247422749673
339,3.1041757731283743
340,3.988839076511506
341,3.5169611785796038
342,3.500321645793327
343,2.9575615805519635
344,3.5326365264203146
345,3.7531888959642052
346,3.754800830109649
347,3.4897828237352377
348,3.6599934862391525
349,3.1783775443054574
350,3.901414430754553
351,2.672837827432829
352,4.511237744709069
353,2.619096114656825
354,3.114107647989283
355,3.4375211836699906
356,3.057432779432184
357,2.911513188157628
358,3.991697677115161
359,2.199367887636528
360,3.5360261442438032
361,2.3693749693278034
362,3.2226812674820966
363,3.3443856463820443
364,4.195487502897264
365,2.9087246536001183
366,2.5402251581087745
367,3.165092867531415
368,4.538251138748807
369,3.2931787968626254
370,4.446949233751018
371,3.783288958873361
372,3.476475192444629
373,3.78628873301042
374,3.212458223895814
375,2.4565170728339396
376,4.221402245647938
377,3.4000346922265607
378,4.468462674342757
379,1.5054991940082219
380,1.6274834467518888
381,3.1171599580550504
382,4.636670807090646
383,3.6477998635334754
384,3.8121590919552126
385,3.6307775993083644
386,2.2972191851578647
387,3.2061222368994406
388,4.161158548999858
389,3.3508543711212324
390,3.8880348136995018
391,2.5842371024094732
392,3.345086116954655
393,3.098190514508827
394,3.6587033969018705
395,3.108624383513999
396,2.6141247245526795
397,3.5823526165286084
398,2.7273527476295163
399,3.963310517440581
400,2.798067251100448
401,3.062567248447641
402,4.138249539342477
403,2.975062580602544
404,4.02414230605666
405,3.617330950173993
406,2.998975605377355
407,1.771044482188897
408,1.9052263905113658
409,4.433179816596901
410,2.9251813685065544
411,3.89431942918494
412,1.925107510892415
413,3.7834605267025623
414,2.9586505004660846
415,3.986967339947147
416,3.8095238095238093
417,3.978570095091865
418,3.909440079413793
419,3.3438507725004465
420,3.6475543629767944
421,3.8512878412253726
422,3.0526287738109783
423,3.802503958937516
424,3.5711380866387685
425,3.932979015075412
426,2.0897446953807095
427,3.5981404763563885
428,3.5059565426592356
429,3.1053720403367167
430,3.993638800552664
431,3.976284067995757
432,3.1539919111713965
433,2.5092162762722077
434,3.3075673289576866
435,3.146584254846793
436,4.453998053716133
437,2.5487159653299725
438,3.0354849102274235
439,3.601171558556018
440,2.633433694097379
441,3.0888923074746604
442,2.892650165063792
443,3.773153374208634
444,2.971986004437767
445,3.16634669721635
446,4.665648228517174
447,2.496515748398392
448,3.393593140982217
449,3.202553382786834
450,3.8803654832069756
451,3.815232771672809
452,3.5766685961990814
453,3.5074352219738896
454,3.612767231145855
455,3.118536294256419
456,3.9216873740020257
457,3.3197371483846343
458,3.5452531022113276
459,2.757403138704848
460,3.093581573184712
461,3.068660699262059
462,2.7375707835307903
463,3.4476099159303715
464,3.142857142857143
465,3.097314433145163
466,3.232530403603423
467,3.8559682853935846
468,3.1300201879827165
469,3.7655375199972707
470,2.596785682813834
471,3.930265513474692
472,3.283150700095857
473,3.453902158011644
474,3.770002452759885
475,4.50047878064811
476,3.868541911088699
477,3.834633597497584
478,1.8660647311869671
479,2.786363776891191
480,3.937843564510927
481,3.7702401069153386
482,3.5127064515056183
483,2.3472101620894104
484,3.0998771783034673
485,4.178768315951952
486,3.229011461969665
487,3.7009452765503226
488,3.8086191575139625
489,3.5389347543871277
490,3.597825254747462
491,3.2171207979577137
492,3.506373733546414
493,4.397034885312731
494,3.7311385746988655
495,4.465193187100736
496,3.3742364408679744
497,3.4301664089020703
498,3.977037943897532
